REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ENCFF697BQR_sorted.bam	ENCFF225QVL_sorted.bam
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4000_lociStitched	chr16	29157392	29157928	1	537	532.9448	79.1136
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5455_lociStitched	chr19	16581493	16582027	1	535	565.2924	50.3562
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2285_lociStitched	chr12	6614258	6614792	1	535	548.7384	62.5314
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8582_lociStitched	chr5	116546419	116546952	1	534	471.2786	85.1201
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6200_lociStitched	chr2	64644382	64644912	1	531	548.232	90.365
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7459_lociStitched	chr3	11641904	11642434	1	531	579.661	88.086
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9956_lociStitched	chr7	129948942	129949472	1	531	671.298	82.998
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1806_lociStitched	chr11	46119278	46119807	1	530	483.2944	33.5386
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4503_lociStitched	chr17	32127330	32127858	1	529	466.8048	67.5312
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7728_lociStitched	chr3	115156006	115156530	1	525	376.9132	46.2168
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5447_lociStitched	chr19	15836642	15837166	1	525	537.362	40.7672
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4476_lociStitched	chr17	27540671	27541193	1	523	487.809	43.3782
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_111_lociStitched	chr1	15179169	15179690	1	522	402.3683	36.5742
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5934_lociStitched	chr2	12318424	12318944	1	521	466.336	75.036
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4624_lociStitched	chr17	45093236	45093756	1	521	459.212	64.74
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1845_lociStitched	chr11	57778038	57778556	1	519	505.6716	62.5744
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7132_lociStitched	chr21	46188635	46189153	1	519	594.1978	66.8738
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9499_lociStitched	chr6	151389692	151390209	1	518	588.5011	39.7056
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_714_lociStitched	chr1	151311916	151312433	1	518	609.2845	90.2682
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3420_lociStitched	chr14	81170194	81170710	1	517	648.0444	39.0096
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7368_lociStitched	chr22	45997714	45998230	2	438	451.7064	47.1624
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8536_lociStitched	chr5	91312097	91312612	1	516	478.5895	67.1045
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5954_lociStitched	chr2	20578743	20579257	1	515	373.5238	63.736
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9839_lociStitched	chr7	92718147	92718661	1	515	664.3964	69.6984
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10845_lociStitched	chr9	128174767	128175281	1	515	433.7646	61.2174
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10380_lociStitched	chr8	128142248	128142760	1	513	394.5472	35.8912
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5547_lociStitched	chr19	35005853	35006361	1	509	377.952	41.0464
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5247_lociStitched	chr19	3057684	3058192	1	509	557.276	41.0972
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4001_lociStitched	chr16	29178516	29179023	1	508	444.0813	35.8449
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6666_lociStitched	chr2	230411374	230411881	1	508	641.6592	65.91
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2519_lociStitched	chr12	55658916	55659422	1	507	656.6362	28.4878
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3507_lociStitched	chr15	33898732	33899237	1	506	352.6415	35.754
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6795_lociStitched	chr20	23622952	23623457	1	506	470.559	41.713
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8894_lociStitched	chr5	180785239	180785743	1	505	423.7632	39.3624
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4260_lociStitched	chr17	1577731	1578235	1	505	384.8544	30.1392
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4147_lociStitched	chr16	70428716	70429219	1	504	471.8643	61.2654
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3272_lociStitched	chr14	54565463	54565966	1	504	571.7098	37.0208
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_472_lociStitched	chr1	58903895	58904398	1	504	575.432	38.4795
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_594_lociStitched	chr1	108816512	108817014	1	503	419.9732	31.375
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7303_lociStitched	chr22	40276462	40276962	1	501	506.05	74.2
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3767_lociStitched	chr15	85707459	85707959	1	501	429.35	41.0
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8928_lociStitched	chr6	4359061	4359557	1	497	529.4304	95.232
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1738_lociStitched	chr11	9363917	9364412	1	496	745.1235	66.627
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2781_lociStitched	chr12	117159245	117159740	1	496	454.608	48.3615
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6786_lociStitched	chr20	19974321	19974814	1	494	517.4035	62.0687
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9802_lociStitched	chr7	76056866	76057358	1	493	404.3256	40.4916
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2279_lociStitched	chr12	6430922	6431414	1	493	459.6756	69.8148
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5026_lociStitched	chr18	9824947	9825439	1	493	520.0932	25.6332
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8059_lociStitched	chr4	6926547	6927038	1	492	536.9085	89.8039
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_265_lociStitched	chr1	27406089	27406580	1	492	366.0405	41.1458
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_94_lociStitched	chr1	11802899	11803388	1	490	411.6402	34.1322
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9615_lociStitched	chr7	5691685	5692174	1	490	458.5842	59.8536
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1579_lociStitched	chr10	103907835	103908323	1	489	371.124	58.072
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9404_lociStitched	chr6	121437382	121437870	1	489	361.4128	67.6368
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_997_lociStitched	chr1	209325618	209326106	1	489	403.9664	45.8232
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1038_lociStitched	chr1	224457085	224457572	1	488	381.1262	22.9864
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4580_lociStitched	chr17	42311762	42312249	1	488	480.4742	16.4606
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5091_lociStitched	chr18	31672738	31673224	1	487	464.13	69.1092
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3327_lociStitched	chr14	67566627	67567113	1	487	426.8538	49.1832
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3445_lociStitched	chr14	92549541	92550026	1	486	456.288	52.671
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2056_lociStitched	chr11	77130085	77130570	1	486	341.634	16.684
/mnt/vdb/MACS/human/ENCFF183VRP_peak_364	chr1	37476821	37477306	1	486	414.772	49.9065
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3389_lociStitched	chr14	75648693	75649177	1	485	402.7364	62.3876
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8383_lociStitched	chr4	185650746	185651230	1	485	492.3732	34.606
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1284_lociStitched	chr10	61903281	61903764	1	484	632.6334	30.6222
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9497_lociStitched	chr6	150857059	150857542	1	484	450.8322	67.62
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1575_lociStitched	chr10	103197420	103197902	1	483	401.2168	60.732
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8490_lociStitched	chr5	75321343	75321824	1	482	440.5479	64.6945
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3492_lociStitched	chr14	104735913	104736394	1	482	426.166	40.3559
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10882_lociStitched	chr9	130935693	130936174	1	482	422.5585	60.5098
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2803_lociStitched	chr12	120317037	120317516	1	480	361.2618	14.3221
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9912_lociStitched	chr7	106065222	106065701	1	480	519.2839	57.3363
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4222_lociStitched	chr16	87918531	87919009	1	479	624.8416	113.764
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3457_lociStitched	chr14	95140638	95141116	1	479	487.9424	37.9532
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3024_lociStitched	chr13	49625727	49626204	1	478	521.9334	53.4717
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10748_lociStitched	chr9	109794297	109794772	1	476	401.0425	30.1625
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2932_lociStitched	chr13	24272273	24272748	1	476	495.3775	77.235
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6277_lociStitched	chr2	85499442	85499917	1	476	392.8725	29.355
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10418_lociStitched	chr8	142939010	142939484	1	475	382.992	37.446
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7284_lociStitched	chr22	38228336	38228809	1	474	499.5353	33.2519
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3668_lociStitched	chr15	68256750	68257223	1	474	485.7237	79.8897
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4491_lociStitched	chr17	28949080	28949552	1	473	382.6504	57.7256
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1097_lociStitched	chr1	234886853	234887322	1	470	482.4134	66.3166
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6430_lociStitched	chr2	144427383	144427851	1	469	364.8528	9.8748
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4674_lociStitched	chr17	50511311	50511778	1	468	382.2395	37.2666
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2026_lociStitched	chr11	72069555	72070021	1	467	451.2744	63.842
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3856_lociStitched	chr16	1357682	1358148	1	467	518.7046	33.8782
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2148_lociStitched	chr11	114198430	114198895	1	466	341.868	36.921
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3717_lociStitched	chr15	75453517	75453981	1	465	505.1568	42.224
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_986_lociStitched	chr1	207737651	207738115	1	465	490.3552	80.6896
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4433_lociStitched	chr17	18235229	18235692	1	464	350.028	34.0305
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7357_lociStitched	chr22	42845047	42845510	1	464	543.0527	65.746
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_629_lociStitched	chr1	116377568	116378031	1	464	518.1433	62.3661
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2325_lociStitched	chr12	12560458	12560921	1	464	351.6485	50.1892
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7476_lociStitched	chr3	14452567	14453030	1	464	526.0143	51.6708
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_121_lociStitched	chr1	15703754	15704217	1	464	478.6031	52.1801
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8094_lociStitched	chr4	38160506	38160967	1	462	492.809	81.2282
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1016_lociStitched	chr1	215023028	215023488	1	461	338.928	44.39
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1167_lociStitched	chr10	7795189	7795647	1	459	454.3818	34.4416
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10392_lociStitched	chr8	133556029	133556485	1	457	381.6264	51.8016
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7729_lociStitched	chr3	115658542	115658997	1	456	507.0975	39.767
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_903_lociStitched	chr1	179218287	179218741	1	455	369.2382	60.9268
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1640_lociStitched	chr10	125123922	125124376	1	455	421.0396	60.2912
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2705_lociStitched	chr12	108854803	108855256	1	454	454.4043	43.9863
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5832_lociStitched	chr19	52897095	52897547	1	453	493.0868	41.6292
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5735_lociStitched	chr19	46860414	46860865	1	452	501.2414	38.1997
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2825_lociStitched	chr12	122334039	122334490	1	452	365.4002	38.786
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5500_lociStitched	chr19	18480385	18480836	1	452	408.155	41.7626
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8300_lociStitched	chr4	140095642	140096091	1	450	536.1509	84.9059
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2186_lociStitched	chr11	120208436	120208884	1	449	365.0304	59.136
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5816_lociStitched	chr19	51688446	51688893	1	448	477.4854	88.953
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3375_lociStitched	chr14	75147165	75147612	1	448	495.1419	54.3999
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4033_lociStitched	chr16	30657466	30657913	1	448	457.6833	59.9427
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10611_lociStitched	chr9	72858517	72858963	1	447	346.2298	32.2904
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4658_lociStitched	chr17	48840968	48841412	1	445	361.7712	56.0772
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1602_lociStitched	chr10	114647916	114648360	1	445	365.9004	35.6532
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2729_lociStitched	chr12	111708221	111708665	1	445	384.06	35.2092
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8444_lociStitched	chr5	43064252	43064696	1	445	369.8964	37.74
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2422_lociStitched	chr12	47155498	47155941	1	444	378.6321	42.7938
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5835_lociStitched	chr19	53127127	53127568	1	442	365.2803	64.4301
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6359_lociStitched	chr2	110472380	110472820	1	441	485.54	33.132
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7624_lociStitched	chr3	51340095	51340533	1	439	351.4512	31.536
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6185_lociStitched	chr2	61671317	61671755	1	439	501.072	93.6444
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1681_lociStitched	chr11	355384	355821	1	438	437.9614	41.9083
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9245_lociStitched	chr6	42440554	42440989	1	436	371.2725	41.9775
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4180_lociStitched	chr16	75304963	75305396	1	434	603.4288	45.9413
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1589_lociStitched	chr10	110221453	110221886	1	434	429.1896	65.1232
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4117_lociStitched	chr16	67881197	67881630	1	434	333.5832	45.5516
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5916_lociStitched	chr2	9539119	9539552	1	434	368.3098	54.991
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9467_lociStitched	chr6	142926427	142926859	1	433	393.2064	12.2688
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_900_lociStitched	chr1	178030986	178031416	1	431	418.648	46.182
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5663_lociStitched	chr19	42244386	42244815	1	430	412.8696	51.909
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4209_lociStitched	chr16	85354972	85355401	1	430	384.5985	20.4633
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_399_lociStitched	chr1	44101704	44102132	1	429	458.9016	36.7652
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5473_lociStitched	chr19	17508189	17508617	1	429	505.896	45.368
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7730_lociStitched	chr3	115784178	115784606	1	429	367.0528	21.5284
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7929_lociStitched	chr3	177754598	177755025	1	428	321.104	42.3157
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3875_lociStitched	chr16	2663940	2664367	1	428	588.7476	69.3875
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_61_lociStitched	chr1	8525350	8525775	1	426	398.65	61.115
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9667_lociStitched	chr7	30469638	30470063	1	426	303.96	43.2225
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7702_lociStitched	chr3	101066395	101066819	1	425	276.9992	38.4568
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_471_lociStitched	chr1	58882993	58883417	1	425	405.8528	31.8424
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6067_lociStitched	chr2	38146497	38146920	1	424	452.0178	64.1268
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7119_lociStitched	chr21	43902845	43903267	1	423	372.3728	42.833
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4745_lociStitched	chr17	58632150	58632572	1	423	494.7528	46.7576
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1310_lociStitched	chr10	68810885	68811307	1	423	365.663	44.943
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10956_lociStitched	chrX	16828554	16828976	1	423	322.1126	14.2636
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10219_lociStitched	chr8	62521446	62521867	1	422	395.2769	53.1723
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5214_lociStitched	chr19	1936160	1936581	1	422	601.5669	56.4982
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2373_lociStitched	chr12	26275015	26275436	1	422	350.8193	29.3858
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4138_lociStitched	chr16	69918145	69918566	1	422	381.847	43.3209
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8941_lociStitched	chr6	7140702	7141122	1	421	476.28	48.216
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1201_lociStitched	chr10	22340447	22340866	1	420	372.9519	9.0923
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3059_lociStitched	chr13	97223927	97224346	1	420	634.5755	73.2831
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8389_lociStitched	chr4	185737623	185738041	1	419	408.5532	66.044
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6368_lociStitched	chr2	112272278	112272696	1	419	320.5642	34.6104
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10473_lociStitched	chr9	6566933	6567351	1	419	306.7284	20.5238
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4768_lociStitched	chr17	60081901	60082319	1	419	369.93	32.813
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4127_lociStitched	chr16	69173098	69173515	1	418	376.9263	61.4658
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6870_lociStitched	chr20	44572705	44573121	1	417	389.584	35.6096
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2394_lociStitched	chr12	31747048	31747464	1	417	367.0784	2.704
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3887_lociStitched	chr16	3107135	3107549	1	415	317.6622	50.3838
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5240_lociStitched	chr19	2579146	2579560	1	415	303.3792	31.1328
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_980_lociStitched	chr1	206693343	206693756	1	414	404.6987	47.2472
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7554_lociStitched	chr3	44440114	44440527	1	414	386.8158	62.4456
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1054_lociStitched	chr1	226679752	226680164	1	413	331.9072	32.9188
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1119_lociStitched	chr1	243850655	243851067	1	413	423.0416	29.1284
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1131_lociStitched	chr1	246587395	246587806	1	412	349.761	65.8422
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5425_lociStitched	chr19	13797106	13797517	1	412	370.2288	45.0456
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10128_lociStitched	chr8	28941690	28942101	1	412	382.1067	42.8673
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5548_lociStitched	chr19	35213552	35213961	1	410	468.9594	68.9165
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4415_lociStitched	chr17	16535909	16536318	1	410	396.4846	29.857
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6522_lociStitched	chr2	189552029	189552438	1	410	390.186	45.3581
/mnt/vdb/MACS/human/ENCFF183VRP_peak_359	chr1	37455368	37455777	1	410	370.6358	52.3929
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_451_lociStitched	chr1	52703379	52703788	1	410	458.6526	31.1658
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4461_lociStitched	chr17	19727735	19728142	1	408	454.8225	63.1257
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5081_lociStitched	chr18	23312129	23312536	1	408	402.7265	31.8274
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3633_lociStitched	chr15	63234008	63234414	1	407	526.7038	48.8012
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9744_lociStitched	chr7	67067266	67067672	1	407	385.4158	67.9644
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3786_lociStitched	chr15	90400549	90400954	1	406	369.927	61.884
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2637_lociStitched	chr12	92987637	92988042	1	406	359.883	48.357
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6355_lociStitched	chr2	108661753	108662158	1	406	370.2105	39.204
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10568_lociStitched	chr9	36470817	36471221	1	405	349.7024	54.338
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3673_lociStitched	chr15	69304608	69305011	1	404	354.3579	46.4256
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3443_lociStitched	chr14	92474077	92474480	1	404	363.8284	56.42
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4915_lociStitched	chr17	78947729	78948132	1	404	309.6652	36.1088
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2627_lociStitched	chr12	83015778	83016181	1	404	337.5931	69.6384
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2345_lociStitched	chr12	14257298	14257701	1	404	367.4554	30.9504
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6364_lociStitched	chr2	111463604	111464005	1	402	344.9402	33.8845
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10340_lociStitched	chr8	123057762	123058163	1	402	349.4715	29.9146
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9859_lociStitched	chr7	98285612	98286013	1	402	308.77	24.1803
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4066_lociStitched	chr16	50203473	50203874	1	402	372.6493	43.6288
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9477_lociStitched	chr6	144216077	144216477	1	401	408.08	11.08
/mnt/vdb/MACS/human/ENCFF183VRP_peak_361	chr1	37471419	37471819	1	401	357.48	14.24
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7393_lociStitched	chr22	46224081	46224481	1	401	350.72	36.36
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_452_lociStitched	chr1	53025360	53025760	1	401	273.72	19.04
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8453_lociStitched	chr5	52895237	52895637	1	401	331.64	21.84
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1403_lociStitched	chr10	75428002	75428401	1	400	400.3965	51.1119
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2899_lociStitched	chr12	131896930	131897329	1	400	344.736	28.4487
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8151_lociStitched	chr4	53497443	53497842	1	400	295.4196	60.0096
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4221_lociStitched	chr16	87582339	87582737	1	399	321.186	10.6266
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5775_lociStitched	chr19	48874892	48875289	1	398	366.3913	48.3943
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9544_lociStitched	chr6	159981452	159981848	1	397	375.1308	47.2032
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1866_lociStitched	chr11	61378979	61379375	1	397	316.998	9.8604
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5160_lociStitched	chr19	660607	661003	1	397	298.3464	42.0948
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5752_lociStitched	chr19	47664470	47664866	1	397	379.4076	27.4824
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4849_lociStitched	chr17	75295322	75295717	1	396	304.7425	60.3955
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_24_lociStitched	chr1	2189796	2190191	1	396	463.4535	53.0485
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_660_lociStitched	chr1	149636581	149636975	1	395	389.5872	57.4452
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2208_lociStitched	chr11	123473820	123474213	1	394	314.6751	31.3614
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2755_lociStitched	chr12	113408169	113408562	1	394	298.9551	28.3353
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10015_lociStitched	chr7	150320392	150320783	1	392	326.4459	30.7326
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5138_lociStitched	chr18	67360451	67360842	1	392	442.6902	37.5751
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9965_lociStitched	chr7	130891084	130891475	1	392	532.7375	27.5264
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7981_lociStitched	chr3	192868886	192869276	1	391	315.471	22.854
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_388_lociStitched	chr1	41109629	41110019	1	391	333.411	58.617
