REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ENCFF483VRP_sorted.bam	ENCFF183PVA_sorted.bam
/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11246	chr18	61634701	61635413	1	713	685.5136	72.8376
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4293_lociStitched	chr11	102276428	102277140	1	713	577.5744	53.756
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6755_lociStitched	chr14	5501496	5502207	1	712	567.5913	64.9143
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22370_lociStitched	chr8	72295598	72296309	2	589	594.9648	86.3154
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19461_lociStitched	chr6	97311593	97312304	1	712	648.7875	87.3108
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22083_lociStitched	chr8	36532819	36533529	1	711	531.79	54.031
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6233_lociStitched	chr13	52978301	52979011	1	711	1025.666	66.598
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1311_lociStitched	chr1	187911089	187911799	2	602	462.778	44.162
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13332_lociStitched	chr2	108827611	108828320	1	710	574.6445	74.5159
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7282_lociStitched	chr14	57342724	57343432	2	432	442.6416	47.3652
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21104_lociStitched	chr7	101821624	101822332	1	709	724.3548	57.9852
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15234_lociStitched	chr3	115642122	115642829	1	708	884.457	45.6722
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19085_lociStitched	chr6	51379400	51380107	1	708	973.0441	67.7306
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17348_lociStitched	chr5	29195473	29196180	2	496	763.2772	80.1031
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_126_lociStitched	chr1	38835883	38836589	1	707	722.8734	50.832
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2489_lociStitched	chr10	122912788	122913493	1	706	648.2475	74.448
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19289_lociStitched	chr6	84010015	84010719	1	705	690.1312	49.2096
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5677_lociStitched	chr12	111745959	111746662	2	451	536.9514	50.9675
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_910_lociStitched	chr1	153134088	153134790	1	703	619.5852	52.9308
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20524_lociStitched	chr7	37362081	37362782	2	422	465.0434	62.3189
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15040_lociStitched	chr3	97942112	97942813	1	702	671.7683	63.2302
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10531_lociStitched	chr17	71869376	71870076	1	701	1054.9	88.06
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9661_lociStitched	chr17	21679645	21680345	1	701	644.28	68.6
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3340_lociStitched	chr11	68939478	68940176	2	470	590.857	66.5194
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6787_lociStitched	chr14	10453091	10453789	2	448	428.7814	44.672
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15348_lociStitched	chr3	130945817	130946515	1	699	914.3102	64.9838
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14737_lociStitched	chr3	87764617	87765315	2	476	471.9178	58.5622
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3118_lociStitched	chr11	54955781	54956478	1	698	1053.167	76.5306
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15386_lociStitched	chr3	136006881	136007578	1	698	648.7676	67.9575
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15280_lociStitched	chr3	121890753	121891449	2	443	486.4344	83.7984
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15138_lociStitched	chr3	104441519	104442214	1	696	824.27	56.6425
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7061_lociStitched	chr14	34378349	34379044	2	572	548.4245	70.5425
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1619_lociStitched	chr10	41293275	41293970	2	552	509.713	55.878
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6477_lociStitched	chr13	74617478	74618170	1	693	612.0048	62.4876
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7616_lociStitched	chr14	114821273	114821964	2	537	506.0193	27.4327
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23346_lociStitched	chr9	21462935	21463625	2	488	453.951	52.716
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16731_lociStitched	chr4	135963012	135963702	1	691	960.135	82.317
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14564_lociStitched	chr3	52401162	52401851	1	690	674.1865	85.0915
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11114_lociStitched	chr18	47366840	47367527	1	688	558.0501	67.2573
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11425_lociStitched	chr18	78996227	78996914	2	552	463.1754	49.1892
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14265_lociStitched	chr2	178493990	178494677	2	486	503.8458	67.1199
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10295_lociStitched	chr17	47484246	47484933	1	688	591.1635	105.2484
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5999_lociStitched	chr13	34148734	34149420	1	687	830.6774	79.5074
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8571_lociStitched	chr15	99420476	99421162	1	687	653.3464	76.2832
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_24875_lociStitched	chrX	99216600	99217286	1	687	714.0574	43.0122
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21477_lociStitched	chr7	130263680	130264364	1	685	574.1496	59.4396
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15336_lociStitched	chr3	129591014	129591697	2	468	467.5135	63.4507
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16253_lociStitched	chr4	117484310	117484993	1	684	682.1804	45.3512
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1659_lociStitched	chr10	43723218	43723898	1	681	646.952	47.532
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19017_lociStitched	chr6	42709426	42710106	1	681	789.412	80.988
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16006_lociStitched	chr4	86930722	86931402	1	681	858.16	61.812
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12853_lociStitched	chr2	34802319	34802999	1	681	1194.42	89.692
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7493_lociStitched	chr14	72602661	72603340	2	483	458.8003	37.4129
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15225_lociStitched	chr3	108886337	108887016	2	457	466.1335	66.6099
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5519_lociStitched	chr12	100110221	100110899	1	679	900.4518	61.698
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19304_lociStitched	chr6	85936666	85937344	1	679	947.5728	75.1902
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4867_lociStitched	chr12	8640778	8641455	1	678	1063.0254	79.1413
/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3978	chr11	96319770	96320447	1	678	653.6435	50.9781
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5072_lociStitched	chr12	53252669	53253345	1	677	1037.0516	35.2872
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9656_lociStitched	chr17	21532282	21532958	1	677	1227.2104	62.3948
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15732_lociStitched	chr4	43508377	43509052	1	676	672.9075	86.805
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4093_lociStitched	chr11	98457613	98458288	1	676	640.5075	46.5075
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21591_lociStitched	chr7	141123208	141123883	1	676	1001.2275	74.655
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12394_lociStitched	chr2	18694079	18694753	1	675	809.9458	63.8952
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20864_lociStitched	chr7	79721282	79721955	1	674	888.6292	67.7038
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_24464_lociStitched	chr9	115760956	115761628	2	619	466.368	68.2752
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21237_lociStitched	chr7	112453832	112454503	1	672	549.4148	35.4288
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19347_lociStitched	chr6	88074887	88075557	2	495	636.366	78.122
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21964_lociStitched	chr8	25224823	25225492	1	670	595.6776	70.914
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13524_lociStitched	chr2	127182662	127183330	2	476	554.774	66.3992
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2076_lociStitched	chr10	80570977	80571645	1	669	595.6556	71.81
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11987_lociStitched	chr19	38480871	38481539	1	669	607.0784	47.0272
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13497_lociStitched	chr2	122854685	122855353	2	499	445.0216	56.8468
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17050_lociStitched	chr4	151195039	151195706	1	668	471.9692	45.5561
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20526_lociStitched	chr7	37771627	37772293	2	441	470.862	61.938
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9042_lociStitched	chr16	30821250	30821916	1	667	681.5844	67.932
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19615_lociStitched	chr6	117716341	117717006	1	666	893.228	63.84
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6258_lociStitched	chr13	53475726	53476391	1	666	619.913	69.6255
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16930_lociStitched	chr4	147442934	147443599	1	666	1858.276	130.6725
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_25038_lociStitched	chrX	159254078	159254742	1	665	446.872	50.796
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16678_lociStitched	chr4	134611873	134612536	1	664	612.7446	75.6483
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1_lociStitched	chr1	4571446	4572108	1	663	783.6756	47.9288
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11995_lociStitched	chr19	40278288	40278950	1	663	520.7954	53.3572
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2666_lociStitched	chr11	5415738	5416400	1	663	564.024	55.0784
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13301_lociStitched	chr2	103896570	103897231	2	591	490.5281	87.1198
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6804_lociStitched	chr14	16243028	16243689	1	662	878.2046	70.727
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9949_lociStitched	chr17	29415980	29416641	1	662	885.0129	64.117
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_24479_lociStitched	chr9	118731092	118731753	2	573	511.614	61.1425
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21912_lociStitched	chr8	19980035	19980695	1	661	1268.124	69.168
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20498_lociStitched	chr7	34570300	34570960	1	661	649.638	70.62
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19954_lociStitched	chr6	145957724	145958384	1	661	638.748	97.02
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11055_lociStitched	chr18	38185258	38185918	1	661	586.608	46.926
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2719_lociStitched	chr11	8693115	8693773	1	659	612.598	52.0478
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14128_lociStitched	chr2	167827968	167828626	1	659	600.3592	73.4328
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23188_lociStitched	chr8	126497710	126498365	2	516	685.7195	87.508
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22023_lociStitched	chr8	33833403	33834058	1	656	505.398	77.028
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8554_lociStitched	chr15	99120597	99121251	1	655	577.7436	66.2502
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15239_lociStitched	chr3	115758617	115759271	1	655	481.6056	64.3536
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6358_lociStitched	chr13	62964531	62965184	2	558	582.9331	54.3296
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4925_lociStitched	chr12	20196687	20197340	1	654	826.1756	77.1846
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12992_lociStitched	chr2	60698246	60698898	1	653	572.8472	43.4884
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11521_lociStitched	chr19	4169519	4170167	1	649	1131.5376	86.9616
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22559_lociStitched	chr8	87831407	87832055	1	649	769.2408	68.8824
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_421_lociStitched	chr1	75558879	75559527	2	496	559.0296	89.0352
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12229_lociStitched	chr19	55643390	55644038	2	582	553.6512	57.2184
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3520_lociStitched	chr11	75139144	75139791	2	595	492.9493	56.3537
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14631_lociStitched	chr3	66292292	66292939	1	648	739.7151	51.1777
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20821_lociStitched	chr7	71472064	71472711	2	562	483.1796	59.9122
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9693_lociStitched	chr17	23790220	23790866	1	647	1025.1374	60.401
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9160_lociStitched	chr16	37684919	37685565	1	647	841.9964	70.4786
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12245_lociStitched	chr19	56821634	56822280	1	647	1170.3582	88.8896
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4416_lociStitched	chr11	106674652	106675298	1	647	520.4822	44.1864
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22652_lociStitched	chr8	95001933	95002579	2	591	516.0248	63.7602
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_758_lociStitched	chr1	133694220	133694865	2	593	517.9995	72.4335
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9101_lociStitched	chr16	33833766	33834411	1	646	731.4945	67.338
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13263_lociStitched	chr2	93976228	93976873	1	646	640.5495	77.4645
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4764_lociStitched	chr11	120510426	120511069	2	556	507.2627	48.4822
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_752_lociStitched	chr1	133418169	133418812	1	644	629.4327	79.7963
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16632_lociStitched	chr4	133659705	133660348	2	570	494.5956	57.6128
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10785_lociStitched	chr18	5989454	5990096	1	643	807.7002	97.584
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19227_lociStitched	chr6	72552648	72553290	1	643	769.3728	54.249
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2063_lociStitched	chr10	80322965	80323607	1	643	507.4368	56.8812
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18700_lociStitched	chr5	149375763	149376403	2	511	455.168	44.736
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12812_lociStitched	chr2	33186147	33186786	2	425	428.9607	68.2452
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23172_lociStitched	chr8	125539082	125539721	1	640	604.4301	78.4053
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2256_lociStitched	chr10	86813802	86814440	2	391	491.9618	78.2188
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_624_lociStitched	chr1	97976515	97977153	1	639	859.7688	41.9804
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14215_lociStitched	chr2	173019419	173020057	1	639	585.4288	45.298
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10780_lociStitched	chr18	5427999	5428636	1	638	684.4565	69.4967
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10775_lociStitched	chr18	5163160	5163797	1	638	608.3987	84.3388
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19767_lociStitched	chr6	127064506	127065143	1	638	622.1579	66.3117
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5576_lociStitched	chr12	108004927	108005564	1	638	571.9623	29.939
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18420_lociStitched	chr5	135903140	135903775	1	636	476.1865	35.8775
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6770_lociStitched	chr14	7244348	7244982	1	635	563.4992	50.0226
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11438_lociStitched	chr18	80322532	80323166	1	635	648.0114	70.7544
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1309_lociStitched	chr1	187836234	187836867	1	634	636.0384	54.438
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13_lociStitched	chr1	7777512	7778145	1	634	551.976	34.4985
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18364_lociStitched	chr5	133487969	133488602	2	514	497.6646	58.6791
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10863_lociStitched	chr18	15015580	15016213	1	634	504.3111	70.8327
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23136_lociStitched	chr8	124780761	124781393	1	633	588.8976	43.4184
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13400_lociStitched	chr2	118752237	118752869	1	633	508.3176	68.3192
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1908_lociStitched	chr10	75667272	75667902	2	405	504.945	78.246
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2942_lociStitched	chr11	36677653	36678283	1	631	638.316	46.683
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6049_lociStitched	chr13	40868942	40869571	1	630	537.9837	52.8989
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11335_lociStitched	chr18	68194681	68195310	1	630	548.2364	74.0333
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13688_lociStitched	chr2	148677782	148678410	1	629	549.4372	62.8628
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23445_lociStitched	chr9	32672633	32673261	2	556	465.4108	58.6552
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2845_lociStitched	chr11	22584458	22585086	2	485	464.3432	54.322
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13238_lociStitched	chr2	92988210	92988837	1	628	535.5207	68.2176
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18682_lociStitched	chr5	149015100	149015727	2	538	529.3761	68.9073
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10000_lociStitched	chr17	31808198	31808825	2	434	418.3971	59.0007
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12286_lociStitched	chr19	61266664	61267291	2	578	6563.5614	1093.1745
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1903_lociStitched	chr10	75450917	75451544	1	628	520.5354	51.7275
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4924_lociStitched	chr12	19387806	19388432	1	627	496.9814	60.096
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14358_lociStitched	chr3	8684916	8685542	1	627	485.4004	66.7316
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17196_lociStitched	chr4_JH584293_random	2185	2811	1	627	414.2868	20.032
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6568_lociStitched	chr13	95616316	95616942	1	627	475.9478	43.82
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10045_lociStitched	chr17	33092388	33093013	1	626	683.0625	59.875
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15338_lociStitched	chr3	129724845	129725470	1	626	634.875	63.875
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20823_lociStitched	chr7	71705380	71706005	1	626	857.9375	68.625
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22120_lociStitched	chr8	44980136	44980761	2	514	499.4375	64.8125
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16677_lociStitched	chr4	134578626	134579250	1	625	482.2896	69.1392
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_76_lociStitched	chr1	34434920	34435544	1	625	568.6512	56.6592
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12279_lociStitched	chr19	61140580	61141204	2	553	514.4256	47.8608
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3591_lociStitched	chr11	77348276	77348899	1	624	795.1349	58.3128
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16897_lociStitched	chr4	141899963	141900585	2	479	520.9872	60.645
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8748_lociStitched	chr16	4756775	4757396	1	622	868.5927	61.6653
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10420_lociStitched	chr17	56507075	56507696	1	622	753.7077	60.3612
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9126_lociStitched	chr16	35110694	35111314	2	472	450.678	51.646
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15813_lociStitched	chr4	46485533	46486153	2	556	502.262	76.694
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9282_lociStitched	chr16	63857156	63857776	1	621	580.134	55.18
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11639_lociStitched	chr19	5988748	5989367	1	620	666.3535	72.2992
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21019_lociStitched	chr7	97788563	97789182	1	620	605.5058	44.2585
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5724_lociStitched	chr12	112949980	112950599	1	620	731.5342	39.4922
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22395_lociStitched	chr8	75038504	75039122	2	494	435.5664	51.9738
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14717_lociStitched	chr3	85971013	85971631	1	619	1064.196	64.2102
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16472_lociStitched	chr4	129555784	129556402	1	619	587.7798	58.7718
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5869_lociStitched	chr13	21974384	21975002	1	619	788.8152	55.1874
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23014_lociStitched	chr8	121665072	121665689	1	618	573.81	44.6091
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9205_lociStitched	chr16	43771713	43772330	1	618	517.3545	52.5067
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2854_lociStitched	chr11	23067546	23068162	2	527	651.0504	75.2136
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18541_lociStitched	chr5	140383618	140384234	1	617	548.4248	63.6328
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21350_lociStitched	chr7	125393195	125393811	2	565	447.8936	37.268
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18211_lociStitched	chr5	123346111	123346727	1	617	524.0928	56.7952
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17473_lociStitched	chr5	34581774	34582389	1	616	540.2775	63.099
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11237_lociStitched	chr18	61466042	61466656	1	615	540.0744	50.7778
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2921_lociStitched	chr11	32619027	32619640	1	614	798.5551	56.7025
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_73_lociStitched	chr1	34133028	34133639	1	612	422.201	50.1631
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11053_lociStitched	chr18	38171806	38172417	2	514	505.6025	71.487
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22125_lociStitched	chr8	45627718	45628329	1	612	813.6687	43.4421
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17261_lociStitched	chr5	23251656	23252267	2	449	441.2031	63.2385
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9175_lociStitched	chr16	38363618	38364228	1	611	583.648	59.17
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22201_lociStitched	chr8	61759503	61760113	1	611	678.259	66.185
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14073_lociStitched	chr2	166786566	166787175	1	610	541.2183	54.2619
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6589_lociStitched	chr13	97579850	97580459	1	610	587.9286	58.4031
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12738_lociStitched	chr2	32174818	32175426	1	609	643.6288	70.224
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23682_lociStitched	chr9	56924355	56924963	2	421	413.9872	43.0464
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1874_lociStitched	chr10	70095095	70095702	1	608	552.4914	50.1382
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13975_lociStitched	chr2	163716116	163716723	1	608	487.4817	66.2237
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6323_lociStitched	chr13	58113025	58113631	1	607	505.5252	70.7202
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15789_lociStitched	chr4	45752779	45753384	1	606	510.378	61.0445
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13350_lociStitched	chr2	113216866	113217471	2	487	470.3875	55.176
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6735_lociStitched	chr14	3208528	3209132	1	605	555.0156	69.8224
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21807_lociStitched	chr8	4404685	4405289	1	605	595.1212	67.95
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17733_lociStitched	chr5	76588647	76589251	1	605	1025.6524	90.3584
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13573_lociStitched	chr2	129947698	129948302	1	605	748.2352	48.018
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11887_lociStitched	chr19	26607092	26607696	1	605	445.9936	47.1724
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6749_lociStitched	chr14	4726558	4727161	1	604	599.0805	57.5262
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6902_lociStitched	chr14	24827450	24828053	1	604	479.988	51.9183
