#ENCFF000VHВ_peaks Enhancers
#Created from /mnt/vdb/ROSE/cells/ENCFF000VHВ_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by ENCFF000VHD_sorted.bam
#Using cutoff of 15740.7624 for Super-Enhancers
#Created on Sep 12 2020 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ENCFF000VHD_sorted.bam	ENCFF000VHL_sorted.bam	enhancerRank	isSuper
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1779_lociStitched	chr12	124917506	124918394	1	889	1417.1592	118.4592	1019	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4731_lociStitched	chr3	112074183	112075872	2	775	1407.9504	109.785	1020	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1841_lociStitched	chr13	33208056	33209683	2	776	1429.3195	139.5966	1021	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3794_lociStitched	chr2	193101977	193102742	1	766	1440.801	151.5465	1022	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_772_lociStitched	chr10	7872279	7873878	2	592	1293.1113	4.9569	1023	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_26_lociStitched	chr1	10510340	10511718	2	706	1439.5966	152.8202	1024	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6334_lociStitched	chr8	100395611	100396586	2	699	1493.0175	206.7975	1025	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_355_lociStitched	chr1	147515768	147516588	1	821	1443.118	157.03	1026	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6319_lociStitched	chr8	98259757	98260455	1	699	1408.7036	122.7782	1027	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_176_lociStitched	chr1	58619244	58620239	2	955	1381.7565	102.087	1028	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_920_lociStitched	chr10	33290849	33292091	3	880	1321.8606	42.7248	1029	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2780_lociStitched	chr16	88925611	88926352	1	742	1401.231	132.7872	1030	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6976_lociStitched	chrX	54640157	54641507	2	917	1364.04	95.715	1031	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6158_lociStitched	chr8	55989688	55991424	2	569	1405.1184	142.8728	1032	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6704_lociStitched	chr9	93328716	93330497	2	625	1351.4228	92.0777	1033	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4484_lociStitched	chr21	43516145	43517592	3	894	1355.9837	98.9748	1034	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1771_lociStitched	chr12	122887926	122889253	2	763	1398.658	144.2449	1035	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3649_lociStitched	chr2	120399562	120400502	2	872	1309.514	58.092	1036	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1796_lociStitched	chr13	20120163	20121512	2	636	1280.4708	29.1384	1037	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1269_lociStitched	chr11	67682853	67683780	1	928	1319.6772	69.8031	1038	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_71_lociStitched	chr1	26692600	26694002	2	901	1358.9586	111.1786	1039	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4470_lociStitched	chr21	41535793	41536382	1	590	1354.2288	108.8472	1040	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2930_lociStitched	chr17	58575680	58576213	1	534	1526.6719	282.3834	1041	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_964_lociStitched	chr10	61833788	61835232	2	882	1285.5932	42.0204	1042	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5146_lociStitched	chr5	16735699	16736406	1	708	1368.045	124.5027	1043	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5711_lociStitched	chr6	139654690	139656001	2	649	1307.7225	64.239	1044	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5715_lociStitched	chr6	142323853	142324706	1	854	1241.4562	0	1045	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6977_lociStitched	chrX	54747388	54748717	2	741	1333.3857	94.8906	1046	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6821_lociStitched	chr9	127336232	127337581	2	576	1387.8512	154.8652	1047	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_303_lociStitched	chr1	116267783	116268723	2	585	1589.822	358.61	1048	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4335_lociStitched	chr20	58855572	58856089	1	518	1537.4029	306.9429	1049	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3035_lociStitched	chr17	63675289	63675864	1	576	1490.515	261.1075	1050	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_519_lociStitched	chr1	168939934	168941186	2	599	1335.5084	107.5468	1051	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_32_lociStitched	chr1	15835199	15836469	2	813	1279.398	53.213	1052	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4312_lociStitched	chr20	54196029	54196357	1	329	2025.8592	803.6	1053	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4394_lociStitched	chr21	32348138	32349616	2	574	1321.7754	99.765	1054	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4917_lociStitched	chr3	172546446	172548684	2	559	1295.5782	75.1968	1055	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2530_lociStitched	chr16	12898797	12899499	1	703	1327.0608	107.2656	1056	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4977_lociStitched	chr4	3111943	3112933	2	909	1307.691	87.912	1057	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1682_lociStitched	chr12	92601737	92602909	2	1039	1247.8284	30.3548	1058	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6207_lociStitched	chr8	80102521	80103704	2	869	1322.1208	106.1151	1059	0
/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1518	chr12	52244309	52244856	1	548	1363.124	147.4712	1060	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_555_lociStitched	chr1	182339473	182340653	3	1090	1260.004	45.902	1061	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5503_lociStitched	chr6	21381899	21383021	2	947	1254.396	42.075	1062	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1638_lociStitched	chr12	67593504	67594341	2	791	1465.6707	255.6198	1063	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_904_lociStitched	chr10	27638025	27639038	1	1014	1298.9699	92.183	1064	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1484_lociStitched	chr12	51024023	51024889	1	867	1203.74	0	1065	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6315_lociStitched	chr8	96419781	96420553	1	773	1352.3896	153.5508	1066	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3740_lociStitched	chr2	163367619	163368886	2	671	1298.4216	101.2333	1067	0
/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1513	chr12	52236479	52237163	1	685	1411.5708	214.5708	1068	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4323_lociStitched	chr20	57229839	57230083	1	245	1973.9356	785.4604	1069	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_700_lociStitched	chr1	234987026	234988234	2	750	1252.696	65.5944	1070	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1103_lociStitched	chr11	9076011	9077583	2	746	1263.2592	77.9712	1071	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2990_lociStitched	chr17	60887318	60887864	1	547	1338.9012	157.248	1072	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4909_lociStitched	chr3	169637017	169638556	2	680	1274.1381	94.0329	1073	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_365_lociStitched	chr1	149398076	149398750	1	675	1354.74	177.3294	1074	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5296_lociStitched	chr5	106779572	106780400	1	829	1186.6896	13.248	1075	0
/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1517	chr12	52243660	52244098	1	439	1239.4086	67.3206	1076	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_640_lociStitched	chr1	206447973	206449140	2	661	1342.2834	172.1325	1077	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2485_lociStitched	chr16	2015000	2016147	2	658	1348.7573	182.8318	1078	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5119_lociStitched	chr4	158094100	158095717	2	661	1231.8306	65.9736	1079	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4660_lociStitched	chr3	61705586	61706135	1	550	1533.357	375.1317	1080	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2294_lociStitched	chr15	75046829	75047937	2	723	1324.3924	171.6292	1081	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1598_lociStitched	chr12	56931789	56932805	2	935	1231.0872	84.7344	1082	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6751_lociStitched	chr9	108074200	108075554	3	785	1197.2068	50.9104	1083	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2857_lociStitched	chr17	40313687	40315825	2	776	1251.5852	109.038	1084	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5183_lociStitched	chr5	56388115	56389776	2	825	1232.1298	89.8601	1085	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4858_lociStitched	chr3	153138367	153139632	2	623	1266.6445	127.512	1086	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2309_lociStitched	chr15	78348440	78349150	2	670	1315.204	177.713	1087	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4632_lociStitched	chr3	49461189	49462349	2	554	1259.644	127.02	1088	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6695_lociStitched	chr9	91419510	91420661	2	635	1227.7717	95.8783	1089	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5629_lociStitched	chr6	66986210	66986932	1	723	1207.4728	76.893	1090	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_305_lociStitched	chr1	116312628	116313239	1	612	1288.599	160.2042	1091	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6286_lociStitched	chr8	94657696	94658341	1	646	1243.302	115.2615	1092	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_45_lociStitched	chr1	17519637	17520698	2	791	1180.7869	57.0818	1093	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4654_lociStitched	chr3	58101434	58102709	2	774	1222.5975	104.9325	1094	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4152_lociStitched	chr20	48811640	48812044	1	405	1617.3332	500.0712	1095	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5509_lociStitched	chr6	24721545	24722261	1	717	1181.4716	65.156	1096	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1243_lociStitched	chr11	66112247	66113711	2	634	1225.2216	111.8496	1097	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_873_lociStitched	chr10	17444068	17444880	2	779	1200.4608	88.4268	1098	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4353_lociStitched	chr20	63681827	63682371	1	545	1265.6704	154.768	1099	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4417_lociStitched	chr21	38139434	38140342	2	530	1322.5928	221.0072	1100	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1616_lociStitched	chr12	60071513	60072667	2	628	1313.829	217.6444	1101	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1412_lociStitched	chr12	15242435	15243906	2	647	1205.9258	109.8837	1102	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5380_lociStitched	chr5	141849218	141850279	2	722	1225.5611	129.6542	1103	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5124_lociStitched	chr4	163449108	163450102	1	995	1130.178	34.5912	1104	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_664_lociStitched	chr1	223443960	223445490	3	784	1217.115	123.318	1105	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2314_lociStitched	chr15	81281230	81281906	1	677	1208.6204	115.6636	1106	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5048_lociStitched	chr4	82543870	82544714	1	845	1090.87	0	1107	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5700_lociStitched	chr6	138087924	138089237	2	823	1097.7993	12.0796	1108	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6063_lociStitched	chr7	138563858	138564993	2	867	1129.325	44.1515	1109	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1571_lociStitched	chr12	53538590	53539288	1	699	1201.8164	122.0802	1110	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5844_lociStitched	chr7	11213247	11214248	2	931	1158.0569	78.6786	1111	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6887_lociStitched	chr9	129610800	129611755	2	607	1286.958	208.8585	1112	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4166_lociStitched	chr20	49917117	49917722	1	606	1207.1565	129.712	1113	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2886_lociStitched	chr17	50660830	50661741	2	847	1194.4121	119.7965	1114	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1253_lociStitched	chr11	67054305	67054887	2	545	1339.8804	268.4766	1115	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6404_lociStitched	chr8	106607681	106608571	2	798	1198.83	127.893	1116	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6988_lociStitched	chrX	115732372	115732832	1	461	1272.498	208.38	1117	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4815_lociStitched	chr3	139916767	139917442	1	676	1171.125	107.595	1118	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5052_lociStitched	chr4	87565952	87567536	2	515	1061.7552	0.3168	1119	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2245_lociStitched	chr15	56040211	56041175	2	607	1189.3832	129.7544	1120	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3277_lociStitched	chr19	40433217	40433861	1	645	1067.0436	8.1788	1121	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5257_lociStitched	chr5	77167823	77168784	2	628	1224.7945	168.4633	1122	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_405_lociStitched	chr1	150624569	150625163	1	595	1139.9454	84.348	1123	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3551_lociStitched	chr2	64515947	64517351	2	719	1127.412	79.1856	1124	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6533_lociStitched	chr8	142676391	142677099	1	709	1178.1828	131.4048	1125	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3220_lociStitched	chr19	18332902	18333603	1	702	1100.6401	56.2202	1126	0
/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1502	chr12	52201234	52201789	1	556	1144.6875	100.344	1127	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_348_lociStitched	chr1	146038758	146039329	1	572	1190.9918	149.0881	1128	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2781_lociStitched	chr16	89241329	89241984	2	592	1222.361	186.937	1129	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1284_lociStitched	chr11	70233053	70234356	2	642	1283.3247	247.9609	1130	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4427_lociStitched	chr21	39578903	39579693	1	791	1163.591	128.375	1131	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4578_lociStitched	chr3	11770818	11771410	1	593	1159.6096	125.0304	1132	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1676_lociStitched	chr12	91387860	91388706	1	847	1100.5614	66.0726	1133	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5601_lociStitched	chr6	42122092	42122679	1	588	1103.3252	69.9704	1134	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6051_lociStitched	chr7	130356468	130357123	1	656	1079.571	46.243	1135	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5471_lociStitched	chr5	181461295	181462401	2	523	1059.4374	28.4242	1136	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_309_lociStitched	chr1	116853976	116854454	1	479	1087.1154	60.6104	1137	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6638_lociStitched	chr9	72577137	72578712	2	533	1072.89	47.7225	1138	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1711_lociStitched	chr12	100229633	100230407	2	539	1048.6152	25.7742	1139	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1005_lociStitched	chr10	80460357	80461548	2	575	1169.8002	147.684	1140	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5983_lociStitched	chr7	105012057	105012623	1	567	1055.1372	35.092	1141	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4113_lociStitched	chr20	47704774	47705114	1	341	1546.354	526.66	1142	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5148_lociStitched	chr5	19733827	19734510	1	684	1079.6864	61.8798	1143	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5016_lociStitched	chr4	40364057	40365136	2	817	1019.655	3.4528	1144	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2673_lociStitched	chr16	75304733	75305349	1	617	1183.3976	168.1064	1145	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4538_lociStitched	chr22	32560869	32561757	2	661	1061.604	50.5272	1146	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5264_lociStitched	chr5	79547032	79547905	2	804	1113.5988	103.3632	1147	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1272_lociStitched	chr11	68838716	68839939	2	648	1209.4247	200.572	1148	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3795_lociStitched	chr2	196232579	196234003	2	597	1103.1728	94.5536	1149	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5040_lociStitched	chr4	74622393	74623652	2	702	1008.3331	0	1150	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2761_lociStitched	chr16	87582283	87583025	1	743	1112.1838	106.477	1151	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_907_lociStitched	chr10	29630807	29631366	1	560	1044.9946	40.248	1152	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4524_lociStitched	chr22	29376090	29376980	2	853	1052.781	52.421	1153	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_59_lociStitched	chr1	23956535	23957822	2	553	1045.9449	51.3513	1154	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1922_lociStitched	chr14	34331933	34332782	2	602	1070.2494	78.5325	1155	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4955_lociStitched	chr3	187063217	187063912	1	696	1068.7015	79.5775	1156	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4112_lociStitched	chr20	47606936	47607323	1	388	1305.6993	317.727	1157	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3111_lociStitched	chr17	80254300	80255572	2	811	1056.5232	69.7056	1158	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2351_lociStitched	chr15	88485271	88486054	2	631	1050.0813	70.0002	1159	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_43_lociStitched	chr1	17441784	17442661	2	776	1032.1413	54.4617	1160	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1361_lociStitched	chr11	120301508	120302893	2	636	1269.214	291.958	1161	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4407_lociStitched	chr21	35217121	35218417	2	709	1048.9824	72.576	1162	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4979_lociStitched	chr4	3460762	3461295	1	534	1023.8397	54.7391	1163	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1867_lociStitched	chr13	41015426	41016432	2	714	970.9912	4.9294	1164	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1820_lociStitched	chr13	25727845	25728737	2	821	962.022	0	1165	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4680_lociStitched	chr3	64241850	64242242	1	393	1326.136	364.6776	1166	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_984_lociStitched	chr10	72331153	72331777	1	625	1013.1264	52.8528	1167	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3506_lociStitched	chr2	42342085	42343177	2	725	1072.89	113.2404	1168	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1622_lociStitched	chr12	62724149	62724683	1	535	952.122	0	1169	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6530_lociStitched	chr8	134832754	134833408	1	655	1024.818	73.7712	1170	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4719_lociStitched	chr3	102161726	102162726	2	707	951.4	3.9	1171	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1973_lociStitched	chr14	51564019	51564657	1	639	1005.3604	63.6086	1172	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2775_lociStitched	chr16	88387806	88388380	1	575	1074.0114	134.029	1173	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5652_lociStitched	chr6	108948170	108949052	2	648	966.7602	28.4004	1174	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4841_lociStitched	chr3	150314279	150315252	2	609	1098.7116	164.1451	1175	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6845_lociStitched	chr9	129025999	129026499	1	501	1041.4	107.9	1176	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4331_lociStitched	chr20	58251431	58251947	1	517	978.5424	49.5876	1177	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3378_lociStitched	chr2	8572918	8573496	1	579	1038.1458	109.3576	1178	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2759_lociStitched	chr16	87387818	87388320	1	503	1003.0964	76.0028	1179	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4867_lociStitched	chr3	158723525	158724182	1	658	1021.7664	95.265	1180	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4690_lociStitched	chr3	70981903	70983349	2	541	982.7016	58.563	1181	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5889_lociStitched	chr7	42832344	42833421	2	545	1055.1369	131.394	1182	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6438_lociStitched	chr8	116351992	116352819	2	761	982.7241	60.2056	1183	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6122_lociStitched	chr8	29655078	29656414	2	488	941.4792	18.9712	1184	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_55_lociStitched	chr1	21325013	21325698	1	686	946.533	25.619	1185	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2297_lociStitched	chr15	76313177	76313741	1	565	1007.4168	88.1532	1186	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3579_lociStitched	chr2	74009666	74010931	2	494	1175.185	256.4155	1187	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1767_lociStitched	chr12	122399693	122400604	2	547	1025.4216	108.2268	1188	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4554_lociStitched	chr22	38388439	38389026	1	588	1147.1154	230.4562	1189	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5377_lociStitched	chr5	141004521	141005211	1	691	953.649	39.192	1190	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4241_lociStitched	chr20	51985183	51985644	1	462	1055.229	144.0164	1191	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_684_lociStitched	chr1	233734862	233735800	2	583	910.0476	0	1192	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3828_lociStitched	chr2	215135750	215136311	1	562	975.3546	71.5275	1193	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5072_lociStitched	chr4	112199309	112200156	2	792	901.2927	0	1194	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_992_lociStitched	chr10	75244335	75245030	1	696	953.262	57.1985	1195	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3854_lociStitched	chr2	216115066	216115532	1	467	948.1236	53.124	1196	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2841_lociStitched	chr17	27531351	27532158	1	808	893.7525	0	1197	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1283_lociStitched	chr11	69655270	69655935	1	666	995.3055	104.272	1198	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_717_lociStitched	chr1	242225039	242225696	1	658	977.0247	86.0013	1199	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2056_lociStitched	chr14	73525916	73526642	1	727	994.7652	105.4878	1200	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4907_lociStitched	chr3	168878340	168879260	2	634	888.444	0	1201	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4762_lociStitched	chr3	127074637	127075218	1	582	1067.0065	178.8899	1202	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4994_lociStitched	chr4	8533826	8535054	2	668	929.3504	43.2256	1203	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4913_lociStitched	chr3	171805779	171807122	2	507	1001.6094	118.0497	1204	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6432_lociStitched	chr8	115930303	115931241	2	672	1021.2006	137.886	1205	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_215_lociStitched	chr1	107592658	107593386	2	695	938.8288	56.3472	1206	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5591_lociStitched	chr6	36666809	36667710	2	486	951.9065	71.9899	1207	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6424_lociStitched	chr8	115779133	115780023	2	708	904.418	27.501	1208	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_234_lociStitched	chr1	108216343	108216907	1	565	933.0816	56.4	1209	0
